scrape_date,price,price_per_m2,surface_m2,rooms,floor,max_floor,neighborhood,city,year_built,url
3/18/2026,130000,2009,64.72,3,4,4,Brâncoveanu,Sector 4,1975,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-brancoveanu-3-camere-275199855
3/18/2026,135000,1875,72,3,8,10,Mircea cel Bătrân,Iași,1977,https://www.imobiliare.ro/oferta/apartament-de-vanzare-iasi-mircea-cel-batran-mobilat-3-camere-275199697
3/18/2026,107500,1920,56,3,7,8,Baba Novac,Sector 3,1967,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-baba-novac-3-camere-275199651
3/18/2026,253000,2750,92,3,3,5,Pipera,Sector 1,2021,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-mobilat-3-camere-275199402
3/18/2026,198500,3102,64,3,5,11,Pipera,Sector 1,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-mobilat-3-camere-275199195
3/18/2026,100000,2273,44,2,2,3,P-ța Ovidiu,Constanța,1960,https://www.imobiliare.ro/oferta/apartament-de-vanzare-constanta-p-ta-ovidiu-mobilat-2-camere-275198551
3/18/2026,55000,1897,29,1,10,,Veteranilor,Sector 6,1980,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-veteranilor-mobilata-29mp-275198548
3/18/2026,124000,2884,43,2,5,7,Cișmigiu,Ultracentral,1963,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-cismigiu-2-camere-275198252
3/18/2026,422999,5875,72,3,3,4,Aviatorilor,Sector 1,2010,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-aviatorilor-3-camere-275198228
3/18/2026,315000,3663,86,3,2,4,P-ța Victoriei,Ultracentral,2012,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-p-ta-victoriei-3-camere-275198185
3/18/2026,125000,2907,43,2,2,9,Cișmigiu,Ultracentral,1960,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-cismigiu-2-camere-275198179
3/18/2026,129000,2867,45,2,3,7,Calea Victoriei,Ultracentral,1962,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-calea-victoriei-2-camere-275198172
3/18/2026,140000,2333,60,3,1,,Ultracentral,,1970,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-3-camere-275198169
3/18/2026,57500,1855,31,1,8,9,Drumul Taberei,Sector 6,1968,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-drumul-taberei-mobilata-31mp-275197953
3/18/2026,229905,3819,60.2,2,2,3,Mitropolie,Ultracentral,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-mitropolie-2-camere-275198040
3/18/2026,57000,1075,53,2,4,4,Siderurgiștilor,Galați,1985,https://www.imobiliare.ro/oferta/apartament-de-vanzare-galati-siderurgistilor-mobilat-2-camere-275193384
3/18/2026,54500,1758,31,1,1,9,Alexandru Obregia,Sector 4,1968,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-alexandru-obregia-275198013
3/18/2026,149990,2083,72,3,3,,Șelimbăr,,2016,https://www.imobiliare.ro/oferta/apartament-de-vanzare-selimbar-mobilat-3-camere-275197966
3/18/2026,145000,2900,50,1,2,3,Ultracentral,Sibiu,,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sibiu-ultracentral-mobilata-275197849
3/18/2026,52000,1608,32.34,1,0,9,Costin Georgian,Sector 3,1964,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-costin-georgian-3234mp-275197465
3/18/2026,52000,1608,32.34,1,0,9,Lucrețiu Pătrășcanu,Sector 3,1964,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-lucretiu-patrascanu-3234mp-275197440
3/18/2026,240000,2581,93,4,5,10,13 Septembrie,Sector 5,2000,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-5-13-septembrie-4-camere-275197263
3/18/2026,105000,2100,50,2,0,2,Turnișor,Sibiu,2020,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sibiu-turnisor-mobilat-2-camere-275197199
3/18/2026,77600,1990,39,2,2,,Aeroport,Sibiu,1990,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sibiu-aeroport-mobilat-2-camere-275197012
3/18/2026,105000,2100,50,2,0,4,Turnișor,Sibiu,2023,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sibiu-turnisor-mobilat-2-camere-275196985
3/18/2026,34500,2029,17,1,2,10,Pantelimon,Sector 2,1967,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-2-pantelimon-mobilata-17mp-274900419
3/18/2026,105000,1842,57,2,3,5,Popești-Leordeni,,2016,https://www.imobiliare.ro/oferta/apartament-de-vanzare-popesti-leordeni-mobilat-2-camere-275196979
3/18/2026,129999,1826,71.2,2,8,8,Theodor Pallady,Sector 3,2021,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-2-camere-275196898
3/18/2026,105000,2386,44,2,3,4,Peninsula,Constanța,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-constanta-peninsula-mobilat-2-camere-275196893
3/18/2026,81500,2203,37,2,0,4,Florești,,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-2-camere-275196754
3/18/2026,269000,3494,77,3,0,4,Aviației,Sector 1,1988,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-aviatiei-mobilat-3-camere-275196691
3/18/2026,118000,1815,65,3,3,4,Drumul Taberei,Sector 6,1973,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-mobilat-3-camere-275196600
3/18/2026,108900,1980,55,2,3,4,Dobroești,,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-dobroesti-mobilat-2-camere-275196602
3/18/2026,175000,3182,55,2,7,11,Lujerului,Sector 6,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-lujerului-mobilat-2-camere-275072740
3/18/2026,125000,2039,61.31,3,0,8,Drumul Taberei,Sector 6,1964,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-mobilat-3-camere-275196443
3/18/2026,76999,1925,40,2,5,5,Soarelui,Timișoara,2011,https://www.imobiliare.ro/oferta/apartament-de-vanzare-timisoara-soarelui-mobilat-2-camere-275196217
3/18/2026,469000,5154,91,3,0,2,Turda,Sector 1,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-turda-3-camere-275195930
3/18/2026,145000,2231,65,3,0,4,Titan,Sector 3,1975,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-titan-mobilat-3-camere-275195894
3/18/2026,119900,2180,55,2,8,,Moșilor,Sector 2,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-mosilor-2-camere-275195879
3/18/2026,112000,1723,65,3,3,4,Gorjului,Sector 6,1975,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-gorjului-3-camere-275195859
3/18/2026,159000,1787,89,4,2,4,George Enescu,Craiova,1984,https://www.imobiliare.ro/oferta/apartament-de-vanzare-craiova-george-enescu-mobilat-4-camere-275195872
3/18/2026,72000,1600,45,2,4,10,P-ța Reșița,Sector 4,1975,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-p-ta-resita-mobilat-2-camere-275195835
3/18/2026,215000,3116,69,3,2,4,Mănăștur,Cluj-Napoca,1976,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-manastur-mobilat-3-camere-275195756
3/18/2026,122499,2402,51,2,8,10,Dristor,Sector 3,1966,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-dristor-mobilat-2-camere-275195743
3/18/2026,93999,3133,30,1,4,11,Theodor Pallady,Sector 3,2024,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-theodor-pallady-mobilata-30mp-275195747
3/18/2026,150000,3659,41,2,1,,Central,Voluntari,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-voluntari-central-mobilat-2-camere-275195617
3/18/2026,95000,1759,54,2,7,10,Drumul Taberei,Sector 6,1982,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-mobilat-2-camere-275195466
3/18/2026,250000,2941,85,3,2,3,Aviației,Sector 1,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-aviatiei-3-camere-275195597
3/18/2026,85000,1809,47,2,0,4,Zahana,Slatina,1971,https://www.imobiliare.ro/oferta/apartament-de-vanzare-slatina-zahana-mobilat-2-camere-275195580
3/18/2026,114000,1966,58,2,7,7,Berceni,Sector 4,2021,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-mobilat-2-camere-275195438
3/18/2026,148700,1926,77.2,3,1,3,Theodor Pallady,Sector 3,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-3-camere-275195395
3/18/2026,299000,3883,77,3,3,,Pipera,Sector 1,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-3-camere-275195369
3/18/2026,211000,2851,74,3,2,3,Est,Voluntari,2010,https://www.imobiliare.ro/oferta/apartament-de-vanzare-voluntari-est-mobilat-3-camere-275195274
3/18/2026,129900,2362,55,2,1,,Dudești,Sector 3,1950,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-dudesti-2-camere-275195303
3/18/2026,264900,4816,55,3,0,8,Bună Ziua,Cluj-Napoca,2019,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-buna-ziua-mobilat-3-camere-275195058
3/18/2026,49500,1707,29,1,1,3,Militari,Sector 6,2025,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-militari-mp-275193895
3/18/2026,115000,2130,54,3,1,2,Florești,,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-3-camere-275194957
3/18/2026,93000,1860,50,2,0,3,Cug,Iași,2013,https://www.imobiliare.ro/oferta/apartament-de-vanzare-iasi-cug-mobilat-2-camere-275194951
3/18/2026,114900,1795,64,3,3,4,Florești,,2008,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-mobilat-3-camere-275194919
3/18/2026,80000,1739,46,2,1,4,Florești,,2010,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-mobilat-2-camere-275194706
3/18/2026,119900,1833,65.4,3,1,1,Parcul Carol,Sector 4,1940,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-parcul-carol-3-camere-275194863
3/18/2026,183000,2815,65,2,3,9,Tractorul,Brașov,2023,https://www.imobiliare.ro/oferta/apartament-de-vanzare-brasov-tractorul-mobilat-2-camere-275194847
3/18/2026,144900,1932,75,3,0,1,Aeroport,Sibiu,2019,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sibiu-aeroport-3-camere-275194750
3/18/2026,359000,3936,91.2,3,3,4,Iancu Nicolae,Sector 1,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-iancu-nicolae-3-camere-275194641
3/18/2026,190000,2568,74,2,1,16,Aviației,Sector 1,2010,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-aviatiei-mobilat-2-camere-275194580
3/18/2026,258000,3351,77,3,2,3,Europa,Cluj-Napoca,2016,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-europa-mobilat-3-camere-275194573
3/18/2026,130000,2708,48,2,2,2,Turnișor,Sibiu,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sibiu-turnisor-mobilat-2-camere-275194598
3/18/2026,188500,4284,44,2,0,,Central,Cluj-Napoca,1978,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-central-mobilat-2-camere-275194569
3/18/2026,299000,3691,81,3,0,4,Iancu Nicolae,Sector 1,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-iancu-nicolae-3-camere-275194531
3/18/2026,103000,2060,50,2,4,,Calea Dumbrăvii,Sibiu,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sibiu-calea-dumbravii-2-camere-275194523
3/18/2026,115000,2242,51.3,2,1,4,Aeroport,Sibiu,2023,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sibiu-aeroport-mobilat-2-camere-275194509
3/18/2026,299000,3761,79.5,3,4,4,Iancu Nicolae,Sector 1,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-iancu-nicolae-3-camere-275194478
3/18/2026,1700000,7113,239,5,10,10,Aviației,Sector 1,2019,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-aviatiei-5-camere-275194486
3/18/2026,99000,2106,47,2,4,5,Terezian,Sibiu,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sibiu-terezian-2-camere-275194354
3/18/2026,155000,3298,47,3,4,7,Universitate,Ultracentral,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-universitate-mobilat-3-camere-275194183
3/18/2026,785000,4026,195,6,5,6,Floreasca,Sector 1,2008,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-floreasca-6-camere-275194235
3/18/2026,92900,1787,52,3,3,3,Florești,,2014,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-mobilat-3-camere-275194226
3/18/2026,55000,1556,35.35,1,5,5,Cantemir,Sector 4,1921,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-cantemir-mobilata-3535mp-275194142
3/18/2026,145000,1974,73.47,3,2,,Apărătorii Patriei,Sector 4,1985,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-aparatorii-patriei-3-camere-275194001
3/18/2026,159900,2621,61,3,0,3,Universitate,Ultracentral,1940,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-universitate-3-camere-275193877
3/18/2026,197000,3078,64,3,5,,Pipera,Sector 1,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-3-camere-275193533
3/18/2026,90500,1508,60,2,3,5,Bragadiru,,2020,https://www.imobiliare.ro/oferta/apartament-de-vanzare-bragadiru-2-camere-275193414
3/18/2026,169000,3380,50,2,0,,Gheorgheni,Cluj-Napoca,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-gheorgheni-mobilat-2-camere-275193209
3/18/2026,53900,1037,52,2,3,4,Cornișa,Bacău,1975,https://www.imobiliare.ro/oferta/apartament-de-vanzare-bacau-cornisa-2-camere-275193073
3/18/2026,159999,2133,75,4,7,9,Crângași,Sector 6,1986,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-crangasi-4-camere-275192954
3/18/2026,59000,2458,24,1,4,4,Drumul Taberei,Sector 6,1976,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-drumul-taberei-mp-275192826
3/18/2026,85000,1583,53.71,2,0,3,Berceni,Sector 4,2018,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-mobilat-2-camere-275192791
3/18/2026,75000,1210,62,3,4,,Ultracentral,Ploiești,1873,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ploiesti-ultracentral-3-camere-275192660
3/18/2026,82990,1660,50,2,0,3,Giurgiului,Sector 4,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-giurgiului-2-camere-275192527
3/18/2026,650000,8125,80,3,0,,Capitale,Sector 1,2023,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-capitale-mobilat-3-camere-275192507
3/18/2026,185000,3558,52,2,2,13,Herăstrău,Sector 1,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-herastrau-mobilat-2-camere-275192416
3/18/2026,459900,3294,139.6,4,0,4,Iancu Nicolae,Sector 1,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-iancu-nicolae-4-camere-275191457
3/18/2026,99000,1377,71.89,3,8,8,Apărătorii Patriei,Sector 4,1982,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-aparatorii-patriei-3-camere-275192124
3/18/2026,210000,3000,70,3,8,13,Copou,Iași,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-iasi-copou-3-camere-275192122
3/18/2026,279450,3726,75,3,2,10,Unirii,Sector 3,1996,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-unirii-3-camere-275192087
3/18/2026,117000,2208,53,3,0,3,Florești,,2015,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-mobilat-3-camere-275191924
3/18/2026,52000,1486,35,1,5,5,Cantemir,Sector 4,1928,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-cantemir-mobilata-275191973
3/18/2026,25500,1700,15,1,1,4,Titan,Sector 3,1978,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-titan-15mp-275191843
3/18/2026,89500,1904,47,2,2,4,Aradului,Timișoara,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-timisoara-aradului-mobilat-2-camere-275191835
3/18/2026,250000,1786,140,5,3,6,Calea Victoriei,Ultracentral,1930,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-calea-victoriei-5-camere-275191817
3/18/2026,122000,1298,94,3,2,4,Haliu,Bragadiru,2013,https://www.imobiliare.ro/oferta/apartament-de-vanzare-bragadiru-haliu-mobilat-3-camere-275191792
3/18/2026,119900,1845,65,2,8,,Copou,Iași,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-iasi-copou-mobilat-2-camere-275191787
3/18/2026,153000,1912,80,3,1,7,Tractorul,Brașov,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-brasov-tractorul-3-camere-275191785
3/18/2026,600000,3315,181,4,11,11,Titan,Sector 3,2010,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-titan-mobilat-4-camere-275191767
3/18/2026,85500,1555,55,2,4,4,Theodor Pallady,Sector 3,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-2-camere-275191187
3/18/2026,52500,1071,49,2,7,,Militari,Sector 6,2013,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-militari-mobilat-2-camere-275191711
3/18/2026,115900,1869,62,2,1,2,Timpuri Noi,Sector 4,1937,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-timpuri-noi-mobilat-2-camere-275191670
3/18/2026,115900,1869,62,2,1,2,Nerva Traian,Sector 3,1937,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-nerva-traian-mobilat-2-camere-275191637
3/18/2026,140000,2154,65,3,2,3,Braytim,Timișoara,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-timisoara-braytim-mobilat-3-camere-275191547
3/18/2026,205000,3637,56.37,2,0,8,Sopor,Cluj-Napoca,2018,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-sopor-mobilat-2-camere-275191472
3/18/2026,124500,2490,50,2,3,,Drumul Taberei,Sector 6,1974,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-mobilat-2-camere-275191451
3/18/2026,149000,1862,80,3,0,1,Unirii,Sector 3,1938,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-unirii-3-camere-275191443
3/18/2026,59900,1762,34,1,5,,Nufărul,Oradea,1980,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-oradea-nufarul-34mp-275191405
3/18/2026,47500,2262,21,1,3,4,Băneasa,Sector 1,1974,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-1-baneasa-mobilata-275191375
3/18/2026,79900,1332,60,2,0,8,Est,Bragadiru,2011,https://www.imobiliare.ro/oferta/apartament-de-vanzare-bragadiru-est-mobilat-2-camere-275191354
3/18/2026,475000,3045,156,5,5,7,Unirii,Sector 3,1996,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-unirii-5-camere-275191324
3/18/2026,139000,2044,68,3,3,10,Titan,Sector 3,1970,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-titan-mobilat-3-camere-275184730
3/18/2026,124104,2124,58.43,2,1,6,Frumoasa,Iași,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-iasi-frumoasa-2-camere-275191069
3/18/2026,105000,1094,96,3,1,4,Micălaca,Arad,1978,https://www.imobiliare.ro/oferta/apartament-de-vanzare-arad-micalaca-mobilat-3-camere-275191046
3/18/2026,126000,2199,57.3,3,2,4,Nord-Est,Craiova,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-craiova-nord-est-3-camere-275189998
3/18/2026,122000,1968,62,3,7,10,Drumul Taberei,Sector 6,1972,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-3-camere-275190899
3/18/2026,105000,2333,45,2,6,7,Viilor,Sector 5,1965,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-5-viilor-mobilat-2-camere-275190928
3/18/2026,77000,1689,45.6,2,8,10,Bucur Obor,Sector 2,1963,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-bucur-obor-2-camere-275190875
3/18/2026,122000,1968,62,4,7,10,Drumul Taberei,Sector 6,1972,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-4-camere-275190747
3/18/2026,104000,1710,60.81,3,5,10,Giurgiului,Sector 4,1977,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-giurgiului-3-camere-275190830
3/18/2026,135000,2143,63,2,4,4,Kamsas,Constanța,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-constanta-kamsas-mobilat-2-camere-275190818
3/18/2026,485000,5052,96,3,5,10,Unirii,Sector 3,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-unirii-3-camere-275190743
3/18/2026,995000,3699,269,5,3,5,Dorobanți,Sector 1,2007,https://www.imobiliare.ro/oferta/penthouse-de-vanzare-sector-1-dorobanti-mobilat-5-camere-275190737
3/18/2026,95000,1484,64,3,5,5,Brâncoveanu,Sector 4,2014,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-brancoveanu-mobilat-3-camere-275190658
3/18/2026,92000,3067,30,1,0,10,Tineretului,Sector 4,1981,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-tineretului-mobilata-275190691
3/18/2026,187000,2280,82,3,1,5,Central,Voluntari,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-voluntari-central-3-camere-275190666
3/18/2026,128900,1401,92,3,2,4,Theodor Pallady,Sector 3,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-3-camere-275190657
3/18/2026,95000,1484,64,3,5,5,Brâncoveanu,Sector 4,2014,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-brancoveanu-mobilat-3-camere-275190592
3/18/2026,144080,1947,74,3,3,3,Florești,,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-3-camere-275190626
3/18/2026,155000,3523,44,2,1,,Gheorgheni,Cluj-Napoca,2019,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-gheorgheni-mobilat-2-camere-275190547
3/18/2026,375000,4518,83,4,0,5,Sisești,Sector 1,2020,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-sisesti-mobilat-4-camere-275190541
3/18/2026,108970,1700,64.1,3,2,3,Florești,,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-3-camere-275190526
3/18/2026,225000,3294,68.3,2,1,5,Iancu Nicolae,Sector 1,2009,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-iancu-nicolae-2-camere-275190375
3/18/2026,133000,2375,56,2,0,3,1 Decembrie 1918,Sector 3,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-1-decembrie-1918-2-camere-275190320
3/18/2026,138000,2226,62,3,3,10,Gorjului,Sector 6,1976,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-gorjului-mobilat-3-camere-275190301
3/18/2026,82000,1577,52,2,0,4,Podu Roș,Iași,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-iasi-podu-ros-2-camere-275190215
3/18/2026,54990,1375,40,2,2,3,Mehala,Timișoara,1928,https://www.imobiliare.ro/oferta/apartament-de-vanzare-timisoara-mehala-mobilat-2-camere-275190240
3/18/2026,77690,1700,45.7,2,1,3,Florești,,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-2-camere-275190197
3/18/2026,186000,3444,54,2,3,7,Sopor,Cluj-Napoca,2023,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-sopor-mobilat-2-camere-275190160
3/18/2026,175000,3182,55,2,7,,Tractorul,Brașov,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-brasov-tractorul-2-camere-275190109
3/18/2026,120000,2222,54,2,6,7,Florești,,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-2-camere-275190102
3/18/2026,90000,1800,50,2,1,3,Florești,,2016,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-mobilat-2-camere-275190006
3/18/2026,69500,1086,64,3,3,4,Aleea Trandafirilor,Târgoviște,1970,https://www.imobiliare.ro/oferta/apartament-de-vanzare-targoviste-aleea-trandafirilor-3-camere-275156376
3/18/2026,370000,3546,104.33,5,4,10,Victoriei,Ultracentral,1991,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-victoriei-5-camere-275189647
3/18/2026,250000,3247,77,3,8,11,Lujerului,Sector 6,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-lujerului-mobilat-3-camere-275189398
3/18/2026,99000,1707,58,2,6,7,Dacia,Sector 2,1950,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-dacia-2-camere-275189261
3/18/2026,115000,2638,43.6,2,4,4,Central,Năvodari,2023,https://www.imobiliare.ro/oferta/apartament-de-vanzare-navodari-central-mobilat-2-camere-275188458
3/18/2026,67000,1241,54,2,4,4,Podu Roș,Iași,1965,https://www.imobiliare.ro/oferta/apartament-de-vanzare-iasi-podu-ros-2-camere-275189066
3/18/2026,68000,1511,45,2,1,1,Parcul Carol,Sector 4,1948,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-parcul-carol-2-camere-275188611
3/18/2026,150000,2344,64,2,2,3,Olteniței,Sector 4,2008,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-oltenitei-mobilat-2-camere-275163532
3/18/2026,287000,3827,75,3,3,4,P-ța Romană,Ultracentral,2001,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-p-ta-romana-mobilat-3-camere-275188780
3/18/2026,450000,2663,169,4,2,3,Dorobanți,Sector 1,1938,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-dorobanti-4-camere-275188878
3/18/2026,170000,2909,58.43,2,1,,Sisești,Sector 1,2020,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-sisesti-mobilat-2-camere-275188864
3/18/2026,159000,1828,87,2,3,3,Colentina,Sector 2,2020,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-colentina-2-camere-275188768
3/18/2026,31500,2625,12,1,2,4,Dacia,Timișoara,1972,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-timisoara-dacia-mp-275188623
3/18/2026,100000,2041,49,2,0,4,Faleza Nord,Constanța,1985,https://www.imobiliare.ro/oferta/apartament-de-vanzare-constanta-faleza-nord-mobilat-2-camere-275188637
