scrape_date,price,price_per_m2,surface_m2,rooms,floor,max_floor,neighborhood,city,year_built,url
3/18/2026,69500,1065,65.24,2,3,8,Central,Slobozia,1982,https://www.imobiliare.ro/oferta/apartament-de-vanzare-slobozia-central-2-camere-275246785
3/18/2026,155000,2583,60,3,3,,Copou,Iași,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-iasi-copou-mobilat-3-camere-275246766
3/18/2026,210000,3231,65,2,8,11,Copou,Iași,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-iasi-copou-mobilat-2-camere-275246763
3/18/2026,159000,1481,107.35,3,3,4,Titan,Sector 3,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-titan-3-camere-275246659
3/18/2026,59500,1919,31,1,8,10,Drumul Taberei,Sector 6,1974,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-drumul-taberei-mobilata-31mp-275246479
3/18/2026,147000,2162,68,3,8,10,Drumul Taberei,Sector 6,1984,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-mobilat-3-camere-275246511
3/18/2026,69500,2014,34.5,1,4,4,Faleza Nord,Constanța,1984,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-constanta-faleza-nord-345mp-275246305
3/18/2026,230000,1917,120,4,0,6,Armeneasca,Sector 2,1936,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-armeneasca-4-camere-275246372
3/18/2026,75000,2419,31,1,-1,2,Iosefin,Timișoara,1913,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-timisoara-iosefin-mobilata-35mp-275246230
3/18/2026,155000,1449,107,3,3,5,Roșu,,2008,https://www.imobiliare.ro/oferta/apartament-de-vanzare-rosu-mobilat-3-camere-275246091
3/18/2026,145000,3085,47,2,1,4,Central,Cluj-Napoca,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-central-2-camere-275246215
3/18/2026,107500,1792,60,3,10,10,Lujerului,Sector 6,1970,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-lujerului-mobilat-3-camere-275246246
3/18/2026,69000,1380,50,2,1,5,Chiajna,,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-chiajna-2-camere-275246232
3/18/2026,107500,1792,60,3,10,10,Drumul Taberei,Sector 6,1970,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-mobilat-3-camere-275246228
3/18/2026,159000,3058,52,2,2,7,Central,Voluntari,2016,https://www.imobiliare.ro/oferta/apartament-de-vanzare-voluntari-central-mobilat-2-camere-275246217
3/18/2026,45000,1406,32,3,2,4,1 Decembrie,Buzău,1975,https://www.imobiliare.ro/oferta/apartament-de-vanzare-buzau-1-decembrie-3-camere-275246209
3/18/2026,169500,3082,55,2,3,11,Lujerului,Sector 6,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-lujerului-mobilat-2-camere-275178467
3/18/2026,260000,3313,78.47,3,0,3,Odăi,Otopeni,2020,https://www.imobiliare.ro/oferta/apartament-de-vanzare-otopeni-odai-mobilat-3-camere-275093684
3/18/2026,175000,2462,71.07,2,1,4,Pipera,Sector 1,2019,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-mobilat-2-camere-275246069
3/18/2026,87500,1843,47.48,2,8,9,Drumul Taberei,Sector 6,1964,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-mobilat-2-camere-275246030
3/18/2026,200000,3774,53,2,11,12,Gheorgheni,Cluj-Napoca,2017,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-gheorgheni-mobilat-2-camere-275246127
3/18/2026,95000,2159,44,2,4,4,Florești,,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-2-camere-275246119
3/18/2026,120000,2182,55,2,8,8,Dacia,Sector 2,1981,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-dacia-2-camere-275246100
3/18/2026,97900,2083,47,2,0,5,Berceni,Sector 4,2021,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-mobilat-2-camere-275246077
3/18/2026,160000,2500,64,3,1,10,Turda,Sector 1,1982,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-turda-mobilat-3-camere-275245983
3/18/2026,159900,1757,91,4,6,8,Doamna Ghica,Sector 2,1989,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-doamna-ghica-4-camere-275245985
3/18/2026,99000,1737,57,2,5,10,Ștefan cel Mare,Sector 2,1962,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-stefan-cel-mare-mobilat-2-camere-275245921
3/18/2026,215000,3468,62,2,1,3,Romană,Ultracentral,1938,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-romana-2-camere-275245889
3/18/2026,184000,2486,74,3,1,8,Obor,Sector 2,1983,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-obor-mobilat-3-camere-275245865
3/18/2026,190000,2676,71,2,4,10,Centrul Civic,Ultracentral,2012,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-centrul-civic-mobilat-2-camere-275245738
3/18/2026,137000,1903,72,3,4,,Florești,,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-mobilat-3-camere-275245718
3/18/2026,44000,1571,28,1,2,7,Militari,Sector 6,2026,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-militari-mp-275245293
3/18/2026,362000,2549,142,3,1,3,Nord,Otopeni,2020,https://www.imobiliare.ro/oferta/apartament-de-vanzare-otopeni-nord-mobilat-3-camere-275245694
3/18/2026,74950,1972,38,2,1,4,Florești,,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-mobilat-2-camere-275245631
3/18/2026,52950,1891,28,1,10,10,Drumul Taberei,Sector 6,1975,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-drumul-taberei-mobilata-mp-275244960
3/18/2026,63000,1909,33,1,4,10,Pantelimon,Sector 2,1980,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-2-pantelimon-33mp-275245566
3/18/2026,85400,2440,35,1,9,,P-ța Romană,Ultracentral,1969,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-ultracentral-p-ta-romana-mobilata-275245611
3/18/2026,122000,3486,35,1,2,,Parcul Carol,Sector 4,2017,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-parcul-carol-35mp-275245301
3/18/2026,108000,2839,38.04,1,0,,Calea Călărașilor,Sector 3,1992,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-calea-calarasilor-275245557
3/18/2026,125000,2660,47,2,0,4,Pajura,Sector 1,1963,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pajura-mobilat-2-camere-275245361
3/18/2026,55000,1774,31,1,1,7,Militari,Sector 6,2016,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-militari-mobilata-mp-275244705
3/18/2026,305000,3485,87.53,3,2,2,Faleza Nord,Constanța,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-constanta-faleza-nord-3-camere-275245484
3/18/2026,69900,1520,46,2,3,7,Giurgiului,Sector 4,1965,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-giurgiului-mobilat-2-camere-275245478
3/18/2026,97000,2205,44,2,2,7,Eroii Revoluției,Sector 4,1962,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-eroii-revolutiei-mobilat-2-camere-275245476
3/18/2026,215000,3817,56.32,2,1,,Iancu Nicolae,Sector 1,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-iancu-nicolae-mobilat-2-camere-275245396
3/18/2026,165000,2827,58.37,2,4,8,Vitan,Sector 3,1989,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-vitan-mobilat-2-camere-275245334
3/18/2026,199000,3317,60,2,1,4,Eminescu,Sector 2,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-eminescu-2-camere-275245254
3/18/2026,240000,3478,69,3,2,2,Borhanci,Cluj-Napoca,2017,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-borhanci-mobilat-3-camere-275245195
3/18/2026,36500,1921,19,1,4,4,Alexandru cel Bun,Iași,1976,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-iasi-alexandru-cel-bun-mp-275245055
3/18/2026,145000,2327,62.3,2,6,7,Drumul Taberei,Sector 6,2014,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-mobilat-2-camere-275245003
3/18/2026,69000,2091,33,1,0,10,Iancului,Sector 2,1979,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-2-iancului-mobilata-33mp-275244946
3/18/2026,90500,1810,50,2,0,10,Alexandru cel Bun,Iași,1978,https://www.imobiliare.ro/oferta/apartament-de-vanzare-iasi-alexandru-cel-bun-2-camere-275244790
3/18/2026,260000,3291,79,3,1,,Zorilor,Cluj-Napoca,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-zorilor-mobilat-3-camere-275244781
3/18/2026,84990,1771,48,2,8,8,Gorjului,Sector 6,1981,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-gorjului-2-camere-275244757
3/18/2026,114000,2063,55.26,2,1,,Florești,,2015,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-mobilat-2-camere-275244736
3/18/2026,95000,1859,51.1,2,8,10,Berceni,Sector 4,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-2-camere-275244482
3/18/2026,185000,2534,73,3,7,8,Timpuri Noi,Sector 4,1989,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-timpuri-noi-3-camere-275244478
3/18/2026,99500,2250,44.22,2,4,10,Titan,Sector 3,1969,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-titan-mobilat-2-camere-275244476
3/18/2026,87360,1577,55.4,2,2,3,Theodor Pallady,Sector 3,2027,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-2-camere-275244431
3/18/2026,115000,1969,58.41,2,7,8,Sebastian,Sector 5,1984,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-5-sebastian-mobilat-2-camere-275244406
3/18/2026,77000,1638,47,2,7,9,Berceni,Sector 4,1967,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-2-camere-275015604
3/18/2026,125000,2016,62,3,2,4,Central,Ultracentral,1974,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-central-mobilat-3-camere-275244345
3/18/2026,75000,2120,35.37,1,6,7,1 Decembrie,Buzău,2018,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-buzau-1-decembrie-mobilata-3537mp-275244338
3/18/2026,98000,2579,38,2,2,4,Mihai Viteazul,Sibiu,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sibiu-mihai-viteazul-2-camere-275244097
3/18/2026,76033,1201,63.3,2,1,,Theodor Pallady,Sector 3,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-mobilat-2-camere-275244057
3/18/2026,230000,3433,67,3,3,,Zorilor,Cluj-Napoca,1990,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-zorilor-mobilat-3-camere-275243979
3/18/2026,198000,3736,53,2,0,2,Bună Ziua,Cluj-Napoca,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-buna-ziua-mobilat-2-camere-271280382
3/18/2026,83000,1627,51,2,8,8,Rahova,Sector 5,1982,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-5-rahova-mobilat-2-camere-275243935
3/18/2026,287000,3827,75,3,3,4,Polonă,Sector 1,2001,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-polona-3-camere-275243847
3/18/2026,139900,2088,67,3,3,8,Basarabia,Sector 3,1986,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-basarabia-3-camere-275243553
3/18/2026,95000,1727,55,3,3,4,Griviței,Brașov,1975,https://www.imobiliare.ro/oferta/apartament-de-vanzare-brasov-grivitei-3-camere-275243722
3/18/2026,118000,2074,56.9,2,0,10,Gara,Constanța,1990,https://www.imobiliare.ro/oferta/apartament-de-vanzare-constanta-gara-2-camere-275243568
3/18/2026,179900,3460,52,2,2,6,Aviației,Sector 1,2008,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-aviatiei-mobilat-2-camere-275243166
3/18/2026,254900,3310,77,3,8,10,Pipera,Sector 1,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-mobilat-3-camere-275243360
3/18/2026,107000,1945,55,2,7,10,Central,Constanța,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-constanta-central-mobilat-2-camere-275242917
3/18/2026,530000,4547,116.55,3,1,8,Floreasca,Sector 1,2021,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-floreasca-3-camere-275243311
3/18/2026,84000,1826,46,2,8,,Hipodrom 3,Sibiu,1974,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sibiu-hipodrom-3-2-camere-275243264
3/18/2026,105000,1810,58,2,1,3,Berceni,Sector 4,2019,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-mobilat-2-camere-275243182
3/18/2026,212000,2617,81,3,3,4,Central,Constanța,1988,https://www.imobiliare.ro/oferta/apartament-de-vanzare-constanta-central-3-camere-275243143
3/18/2026,185000,2846,65,2,7,7,Central,Voluntari,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-voluntari-central-2-camere-275243139
3/18/2026,159000,2230,71.3,2,1,,Theodor Pallady,Sector 3,2023,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-mobilat-2-camere-275243002
3/18/2026,115000,2300,50,2,4,4,City Park Mall,Constanța,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-constanta-city-park-mall-mobilat-2-camere-275242555
3/18/2026,150000,2632,57,2,4,,Pipera,Sector 1,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-mobilat-2-camere-275242529
3/18/2026,139000,3089,45,2,5,6,Theodor Pallady,Sector 3,2008,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-mobilat-2-camere-275242444
3/18/2026,195000,3032,64.32,2,10,10,Vitan,Sector 3,2000,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-vitan-2-camere-275242267
3/18/2026,192990,3711,52,2,3,,Astra,Brașov,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-brasov-astra-mobilat-2-camere-275242426
3/18/2026,128700,2524,51,2,0,4,Florești,,2023,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-2-camere-275242421
3/18/2026,229000,3635,63,3,5,,Grigorescu,Cluj-Napoca,2020,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-grigorescu-mobilat-3-camere-275242359
3/18/2026,88000,1621,54.28,2,5,8,Metalurgiei,Sector 4,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-metalurgiei-2-camere-275242352
3/18/2026,89900,1835,49,2,4,4,Florești,,2021,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-2-camere-275242345
3/18/2026,187000,3463,54,2,4,6,Între Lacuri,Cluj-Napoca,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-intre-lacuri-2-camere-275242320
3/18/2026,111500,2186,51,2,1,,Florești,,2023,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-2-camere-275242302
3/18/2026,295000,3933,75,3,3,,Central,Cluj-Napoca,2018,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-central-mobilat-3-camere-275242279
3/18/2026,70000,1667,42,2,1,,Drumul Taberei,Sector 6,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-2-camere-275242122
3/18/2026,72990,2085,35,2,4,4,Florilor,Brașov,1970,https://www.imobiliare.ro/oferta/apartament-de-vanzare-brasov-florilor-2-camere-275242258
3/18/2026,103000,1515,68,3,8,8,Ghencea,Sector 5,1982,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-5-ghencea-3-camere-275241939
3/18/2026,89900,3211,28,1,1,2,Decebal,Sector 3,1970,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-decebal-mobilata-28mp-275241975
3/18/2026,165000,3300,50,2,5,8,Tineretului,Sector 4,1985,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-tineretului-2-camere-275241416
3/18/2026,49900,1559,32,1,0,,Domnești,,2014,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-domnesti-mobilata-32mp-275206633
3/18/2026,115900,1750,66.24,3,10,,Berceni,Sector 4,1974,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-mobilat-3-camere-275241532
3/18/2026,222000,3041,73,3,2,4,Băneasa,Sector 1,1982,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-baneasa-3-camere-275241313
3/18/2026,94999,1678,56.6,2,2,4,Florești,,2012,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-mobilat-2-camere-275241456
3/18/2026,89500,1790,50,2,4,4,Rogerius,Oradea,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-oradea-rogerius-2-camere-275241315
3/18/2026,79800,1287,62,3,4,,Spitalul Județean,Oradea,1975,https://www.imobiliare.ro/oferta/apartament-de-vanzare-oradea-spitalul-judetean-3-camere-275241350
3/18/2026,221900,3362,66,3,8,8,Mărăști,Cluj-Napoca,1988,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-marasti-mobilat-3-camere-275241243
3/18/2026,137684,3117,44.17,1,4,9,Sopor,Cluj-Napoca,2026,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-cluj-napoca-sopor-275241185
3/18/2026,67715,1441,47,2,1,3,Central,Bragadiru,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-bragadiru-central-2-camere-275205508
3/18/2026,170000,2196,77.42,3,5,,Sebastian,Sector 5,2014,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-5-sebastian-3-camere-275241049
3/18/2026,119000,3099,38.4,1,0,3,Someșeni,Cluj-Napoca,2026,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-cluj-napoca-someseni-mobilata-384mp-275241000
3/18/2026,239999,2667,90,2,3,,Pipera,Sector 1,2010,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-mobilat-2-camere-275229118
3/18/2026,103900,2201,47.2,2,2,2,Otopeni,,2021,https://www.imobiliare.ro/oferta/apartament-de-vanzare-otopeni-mobilat-2-camere-275240435
3/18/2026,164000,1355,121,3,1,2,Eminescu,Sector 2,1940,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-eminescu-3-camere-275240302
3/18/2026,91000,2022,45,2,3,,Central,Popești-Leordeni,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-popesti-leordeni-central-mobilat-2-camere-275240241
3/18/2026,47500,2159,22,1,7,10,Pantelimon,Sector 2,1976,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-2-pantelimon-22mp-275239986
3/18/2026,66000,1200,55,2,4,4,Podu Roș,Iași,1967,https://www.imobiliare.ro/oferta/apartament-de-vanzare-iasi-podu-ros-2-camere-275240183
3/18/2026,120000,2353,51,2,7,,Titan,Sector 3,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-titan-2-camere-275239287
3/18/2026,235000,3133,75,3,4,4,Dămăroaia,Sector 1,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-damaroaia-mobilat-3-camere-275240159
3/18/2026,93000,1871,49.7,2,4,4,Dacia,Constanța,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-constanta-dacia-2-camere-275239762
3/18/2026,118000,1815,65,3,3,4,Drumul Taberei,Sector 6,1973,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-3-camere-275239946
3/18/2026,107000,1529,70,3,5,6,Colentina,Sector 2,1986,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-colentina-mobilat-3-camere-275239871
3/18/2026,150000,2500,60,3,7,11,Titulescu,Sector 1,1976,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-titulescu-3-camere-275239796
3/18/2026,100800,1907,52.85,2,1,3,Theodor Pallady,Sector 3,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-2-camere-275239722
3/18/2026,92900,1387,67,3,3,4,Alexandru Obregia,Sector 4,1967,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-alexandru-obregia-3-camere-275239505
3/18/2026,248000,1851,134,6,3,4,Bălcescu,Timișoara,1983,https://www.imobiliare.ro/oferta/apartament-de-vanzare-timisoara-balcescu-6-camere-275239678
3/18/2026,78582,1728,45.48,2,1,3,Theodor Pallady,Sector 3,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-2-camere-275239616
3/18/2026,60000,1395,43,2,0,,Sălaj,Sector 5,1970,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-5-salaj-mobilat-2-camere-275239575
3/18/2026,125300,3147,39.81,2,7,11,Take Ionescu,Timișoara,2028,https://www.imobiliare.ro/oferta/apartament-de-vanzare-timisoara-take-ionescu-2-camere-275239412
3/18/2026,68500,1557,44,2,3,3,Militari,Sector 6,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-militari-2-camere-275239233
3/18/2026,108000,1831,59,2,2,8,Colentina,Sector 2,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-colentina-mobilat-2-camere-275238880
3/18/2026,145000,2197,66,3,5,8,Crângași,Sector 6,1983,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-crangasi-3-camere-275239039
3/18/2026,320000,2443,131,3,2,,Domenii,Sector 1,2000,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-domenii-mobilat-3-camere-275237962
3/18/2026,99900,3842,26,1,0,1,Central,Cluj-Napoca,1950,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-cluj-napoca-central-275238993
3/18/2026,260000,3291,79,3,1,,Zorilor,Cluj-Napoca,2012,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-zorilor-mobilat-3-camere-275238838
3/18/2026,77300,1431,54,2,1,8,Militari,Sector 6,2012,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-militari-mobilat-2-camere-275238680
3/18/2026,185000,3558,52,2,10,11,Pipera,Sector 1,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-2-camere-275238653
3/18/2026,45000,1500,30,1,1,6,Militari,Sector 6,2025,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-militari-mp-275238377
